Package,post,N,A,Ce,Ca,I,D,IIPUD,IIPED,IPIC,PGF,PSC,pkgLOC,pkgKLOC
org.eclipse.update.internal.configurator,1,19,0.055555556,29,5,0.852941176,0.091503268,0.108108108,1,0.992236025,0,0.2,3093,3.093
org.eclipse.update.internal.configurator.branding,0,4,1,8,1,0.888888889,0.888888889,0.416666667,1,0.998447205,0,1,349,0.349
org.eclipse.update.internal.core,12,60,0.132075472,21,20,0.512195122,0.355729406,0.080106809,0.25,0.968944099,0,0.025,7519,7.519
org.eclipse.update.internal.mirror,0,3,0,11,1,0.916666667,0.083333333,0.188034188,0.666666667,0.998447205,0,1,952,0.952
org.eclipse.update.internal.model,0,9,0,17,4,0.80952381,0.19047619,0.135135135,1,0.99378882,0,0.25,857,0.857
org.eclipse.update.internal.operations,2,18,0.125,16,10,0.615384615,0.259615385,0.105812221,1,0.98447205,0,0.1,2420,2.42
org.eclipse.update.internal.scheduler,1,3,0,20,1,0.952380952,0.047619048,0.093333333,0.75,0.998447205,0,1,436,0.436
org.eclipse.update.internal.scheduler.preferences,0,1,0,9,0,0,1,0.196428571,1,1,0,1,180,0.18
org.eclipse.update.internal.search,2,7,0.166666667,14,6,0.7,0.133333333,0.164835165,1,0.99068323,0,0.166666667,800,0.8
org.eclipse.update.internal.security,0,5,0,12,1,0.923076923,0.076923077,0.393939394,1,0.998447205,0,1,623,0.623
org.eclipse.update.internal.ui,2,6,0,30,8,0.789473684,0.210526316,0.060259344,0.36,0.98757764,0,0.125,565,0.565
org.eclipse.update.internal.ui.model,3,19,0.461538462,17,4,0.80952381,0.271062271,0.135135135,1,0.99378882,0,0.25,1428,1.428
org.eclipse.update.internal.ui.parts,1,7,0.166666667,12,5,0.705882353,0.12745098,0.134615385,0.75,0.992236025,0,0.2,341,0.341
org.eclipse.update.internal.ui.preferences,2,2,0,15,0,0,1,0.123188406,1,1,0,1,345,0.345
org.eclipse.update.internal.ui.properties,1,6,0,19,0,0,1,0.087837838,1,1,0,1,418,0.418
org.eclipse.update.internal.ui.security,1,6,0,17,2,0.894736842,0.105263158,0.105769231,0.666666667,0.99689441,0,0.5,506,0.506
org.eclipse.update.internal.ui.servlets,0,2,0,16,0,0,1,0.134259259,0,1,0,1,278,0.278
org.eclipse.update.internal.ui.views,9,13,0.083333333,37,1,0.973684211,0.057017544,0.040303738,1,0.998447205,0,1,1848,1.848
org.eclipse.update.internal.ui.wizards,9,26,0.130434783,37,6,0.860465116,0.009100101,0.040601504,0.357142857,0.99068323,0.166666667,0.166666667,3849,3.849
org.eclipse.update.operations,1,15,14,8,9,0.470588235,13.47058824,0.466666667,1,0.989130435,0,0.142857143,209,0.209
org.eclipse.update.search,1,13,1.166666667,8,7,0.533333333,0.7,0.244444444,1,0.99068323,0,0.166666667,383,0.383
org.eclipse.update.standalone,2,12,0.090909091,14,1,0.933333333,0.024242424,0.132275132,1,0.998447205,1,1,1058,1.058
org.eclipse.update.ui,0,1,0,6,0,0,1,0.259259259,1,1,0,1,19,0.019
org.osgi.framework,0,25,1.272727273,5,106,0.045045045,0.317772318,1,1,0.959627329,0,0.038461538,933,0.933
org.osgi.service.packageadmin,0,3,0,2,4,0.333333333,0.666666667,1,1,1,0,1,31,0.031
org.osgi.service.permissionadmin,0,2,1,1,1,0.5,0.5,1,1,0.998447205,0,1,244,0.244
org.osgi.service.prefs,0,3,2,1,12,0.076923077,1.076923077,1,1,0.986024845,0,0.111111111,43,0.043
org.osgi.service.startlevel,0,1,0,1,4,0.2,0.8,1,1,1,0,1,12,0.012
org.osgi.service.url,0,4,0,3,4,0.428571429,0.571428571,1,1,0.998447205,1,1,100,0.1
org.osgi.util.tracker,0,2,1,4,7,0.363636364,0.363636364,1,1,0.986024845,0,0.111111111,505,0.505
